user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
KM161	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	GCA_002385885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	99.87	0.81	GCA_002385885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	99.87	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001513075.1, s__DTU074 sp001513075, 95.0, 79.69, 0.58; GCA_001513505.1, s__DTU074 sp001513505, 95.0, 79.42, 0.52	90.37	11	N/A	N/A
KM163	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophothermaceae;g__JAAYAC01;s__JAAYAC01 sp012719535	GCA_012719535.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophothermaceae;g__JAAYAC01;s__JAAYAC01 sp012719535	98.88	0.89	GCA_012719535.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophothermaceae;g__JAAYAC01;s__JAAYAC01 sp012719535	98.88	0.89	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophothermaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.37	11	N/A	N/A
KM166	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	N/A	N/A	N/A	N/A	N/A	GCA_012516665.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp012516665	79.06	0.38	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015256455.1, s__Bulleidia sp015256455, 95.0, 77.69, 0.08; GCA_017536845.1, s__Bulleidia sp017536845, 95.0, 77.36, 0.02; GCA_900315065.1, s__Bulleidia sp900315065, 95.0, 76.98, 0.15; GCA_902775735.1, s__Bulleidia sp902775735, 95.0, 76.96, 0.05; GCA_015256775.1, s__Bulleidia sp015256775, 95.0, 76.91, 0.1; GCA_900554555.1, s__Bulleidia sp900554555, 95.0, 76.9, 0.09; GCF_000177375.1, s__Bulleidia extructa, 95.0, 76.89, 0.03; GCA_017469885.1, s__Bulleidia sp017469885, 95.0, 76.86, 0.03; GCF_000425005.1, s__Bulleidia moorei, 95.0, 76.79, 0.08; GCA_017420505.1, s__Bulleidia sp017420505, 95.0, 76.71, 0.01; GCA_016280695.1, s__Bulleidia sp016280695, 95.0, 76.66, 0.02; GCA_905201565.1, s__Bulleidia sp905201565, 95.0, 76.66, 0.04; GCA_902761625.1, s__Bulleidia sp902761625, 95.0, 76.65, 0.06; GCA_016293365.1, s__Bulleidia sp016293365, 95.0, 76.64, 0.1; GCA_902786245.1, s__Bulleidia sp902786245, 95.0, 76.63, 0.06; GCA_017420585.1, s__Bulleidia sp017420585, 95.0, 76.62, 0.03; GCA_016291725.1, s__Bulleidia sp016291725, 95.0, 76.61, 0.02; GCA_902778375.1, s__Bulleidia sp902778375, 95.0, 76.6, 0.05; GCA_014610835.1, s__Bulleidia sp900539965, 95.0, 76.6, 0.12; GCA_900314345.1, s__Bulleidia sp900314345, 95.0, 76.59, 0.04; GCF_900240265.1, s__Bulleidia timonensis, 95.0, 76.55, 0.04; GCF_016812035.1, s__Bulleidia sp016812035, 95.0, 76.55, 0.04; GCA_900770275.1, s__Bulleidia sp900770275, 95.0, 76.41, 0.03; GCA_905194705.1, s__Bulleidia sp905194705, 95.0, 76.4, 0.03; GCF_900343155.1, s__Bulleidia massiliensis, 95.0, 76.39, 0.07; GCA_016284975.1, s__Bulleidia sp016284975, 95.0, 76.31, 0.03; GCA_017430925.1, s__Bulleidia sp017430925, 95.0, 76.3, 0.04; GCA_905235315.1, s__Bulleidia sp905235315, 95.0, 76.3, 0.03; GCA_902766435.1, s__Bulleidia sp902766435, 95.0, 76.29, 0.06; GCA_000701725.1, s__Bulleidia sp000701725, 95.0, 76.27, 0.07; GCF_009696165.1, s__Bulleidia intestinalis, 95.0, 76.25, 0.06; GCA_017404505.1, s__Bulleidia sp017404505, 95.0, 76.24, 0.04; GCA_017432325.1, s__Bulleidia sp017432325, 95.0, 76.22, 0.04; GCA_017941735.1, s__Bulleidia sp017941735, 95.0, 76.21, 0.05; GCA_900314905.1, s__Bulleidia sp900314905, 95.0, 76.21, 0.04; GCA_902766005.1, s__Bulleidia sp902766005, 95.0, 76.2, 0.05; GCA_902793635.1, s__Bulleidia sp902793635, 95.0, 76.2, 0.05; GCA_017543005.1, s__Bulleidia sp017543005, 95.0, 76.19, 0.03; GCA_017433125.1, s__Bulleidia sp017433125, 95.0, 76.16, 0.03; GCA_017512725.1, s__Bulleidia sp017512725, 95.0, 76.11, 0.03; GCA_017510405.1, s__Bulleidia sp017510405, 95.0, 76.1, 0.04; GCA_902766675.1, s__Bulleidia sp902766675, 95.0, 75.99, 0.07; GCA_017421125.1, s__Bulleidia sp017421125, 95.0, 75.91, 0.04; GCA_017459725.1, s__Bulleidia sp017459725, 95.0, 75.9, 0.04; GCA_900319505.1, s__Bulleidia sp900319505, 95.0, 75.89, 0.08; GCA_017536885.1, s__Bulleidia sp017536885, 95.0, 75.86, 0.03; GCA_900320455.1, s__Bulleidia sp900320455, 95.0, 75.85, 0.04; GCA_017475415.1, s__Bulleidia sp017475415, 95.0, 75.85, 0.03; GCA_902795905.1, s__Bulleidia sp902795905, 95.0, 75.83, 0.03; GCA_017515505.1, s__Bulleidia sp017515505, 95.0, 75.76, 0.03; GCA_017419465.1, s__Bulleidia sp017419465, 95.0, 75.75, 0.03; GCA_017539825.1, s__Bulleidia sp017539825, 95.0, 75.72, 0.05; GCA_009929095.1, s__Bulleidia sp009929095, 95.0, 75.62, 0.04; GCA_902797775.1, s__Bulleidia sp902797775, 95.0, 75.6, 0.04; GCA_017469355.1, s__Bulleidia sp017469355, 95.0, 75.57, 0.04; GCA_017512555.1, s__Bulleidia sp017512555, 95.0, 75.55, 0.04; GCA_017539385.1, s__Bulleidia sp017539385, 95.0, 75.52, 0.04; GCA_902782955.1, s__Bulleidia sp902782955, 95.0, 75.51, 0.04; GCA_902796465.1, s__Bulleidia sp902796465, 95.0, 75.51, 0.04; GCA_015058875.1, s__Bulleidia sp015058875, 95.0, 75.45, 0.06; GCA_003446295.1, s__Bulleidia sp003446295, 95.0, 75.43, 0.02; GCA_017514525.1, s__Bulleidia sp017514525, 95.0, 75.43, 0.03; GCA_900315225.1, s__Bulleidia sp900315225, 95.0, 75.41, 0.04; GCA_002372175.1, s__Bulleidia sp002372175, 95.0, 75.38, 0.03; GCA_902784015.1, s__Bulleidia sp902784015, 95.0, 75.34, 0.02; GCA_017543025.1, s__Bulleidia sp017543025, 95.0, 75.08, 0.02; GCA_017514645.1, s__Bulleidia sp017514645, 95.0, 75.01, 0.01; GCA_903789495.1, s__Bulleidia sp903789495, 95.0, 74.79, 0.02	89.75	11	0.9828164044882087	N/A
KM167	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.75	11	0.894904205515853	N/A
KM169	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp017986555	GCA_017986555.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp017986555	98.23	0.84	GCA_017986555.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp017986555	98.23	0.84	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900170025.1, s__Nitrospira_A sp900170025, 95.0, 85.64, 0.79; GCA_000196815.1, s__Nitrospira_A defluvii_A, 95.0, 85.04, 0.78; GCA_016788925.1, s__Nitrospira_A sp016788925, 95.0, 85.01, 0.78; GCA_902500715.1, s__Nitrospira_A sp902500715, 95.0, 84.54, 0.7; GCA_902500785.1, s__Nitrospira_A sp902500785, 95.0, 81.78, 0.61; GCA_009594995.1, s__Nitrospira_A sp009594995, 95.0, 80.64, 0.54; GCA_014055465.1, s__Nitrospira_A sp014055465, 95.0, 79.75, 0.51; GCA_900696505.1, s__Nitrospira_A sp900696505, 95.0, 79.53, 0.45; GCA_009594865.1, s__Nitrospira_A sp009594865, 95.0, 79.5, 0.47; GCF_905220995.1, s__Nitrospira_A defluvii_C, 95.0, 79.43, 0.51; GCA_011525625.1, s__Nitrospira_A sp003456605, 95.0, 79.33, 0.47; GCA_902500995.1, s__Nitrospira_A sp902500995, 95.0, 79.22, 0.46; GCA_014055495.1, s__Nitrospira_A sp014055495, 95.0, 79.21, 0.46; GCA_016199015.1, s__Nitrospira_A defluvii_B, 95.0, 79.2, 0.49; GCA_016788885.1, s__Nitrospira_A sp009594855, 95.0, 79.19, 0.47; GCA_018242665.1, s__Nitrospira_A sp018242665, 95.0, 78.96, 0.46; GCA_013696305.1, s__Nitrospira_A sp013696305, 95.0, 78.87, 0.45; GCA_015709715.1, s__Nitrospira_A sp001567445, 95.0, 78.4, 0.33	91.1	11	N/A	N/A
KM170	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	GCA_002067585.1	95.0	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.9	0.84	GCA_002067585.1	95.0	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__Syntrophorhabdus sp002067585	98.9	0.84	d__Bacteria;p__Desulfobacterota_G;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000512235.1, s__Syntrophorhabdus aromaticivorans, 95.0, 76.4, 0.08; GCA_002067165.1, s__Syntrophorhabdus sp002067165, 95.0, 76.29, 0.05; GCA_002067475.1, s__Syntrophorhabdus sp002067475, 95.0, 76.11, 0.04	90.93	11	N/A	N/A
KM175	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium sp001512505	GCA_001512505.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium sp001512505	99.74	0.96	GCA_001512505.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium sp001512505	99.74	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012523755.1, s__Hungateiclostridium sp012523755, 95.0, 84.32, 0.8; GCA_000521465.1, s__Hungateiclostridium straminisolvens, 95.0, 79.0, 0.31; GCF_000015865.1, s__Hungateiclostridium thermocellum, 95.0, 78.82, 0.3; GCF_004102745.1, s__Hungateiclostridium mesophilum, 95.0, 78.56, 0.32; GCA_012798835.1, s__Hungateiclostridium sp012798835, 95.0, 76.55, 0.2	94.88	11	N/A	N/A
KM186	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01 sp012719015	GCA_012719015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01 sp012719015	98.22	0.89	GCA_012719015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__CAIXSE01 sp012719015	98.22	0.89	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__CAIXSE01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012514235.1, s__CAIXSE01 sp012514235, 95.0, 82.56, 0.6; GCA_903927755.1, s__CAIXSE01 sp903927755, 95.0, 81.93, 0.64; GCA_903912585.1, s__CAIXSE01 sp903912585, 95.0, 80.43, 0.41; GCA_903862845.1, s__CAIXSE01 sp903862845, 95.0, 80.35, 0.52; GCA_017882325.1, s__CAIXSE01 sp017882325, 95.0, 80.24, 0.47; GCA_903921965.1, s__CAIXSE01 sp903921965, 95.0, 79.9, 0.4	87.79	11	N/A	N/A
KM187	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	83.94	11	0.8794776908972828	N/A
KM188	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012522035	GCA_012522035.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012522035	99.39	0.9	GCA_012522035.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__DUPL01 sp012522035	99.39	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1257;g__DUPL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012838385.1, s__DUPL01 sp012838385, 95.0, 89.61, 0.85	93.94	11	N/A	N/A
KM19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA1413;s__UBA1413 sp002304925	GCA_002304925.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA1413;s__UBA1413 sp002304925	99.73	0.95	GCA_002304925.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA1413;s__UBA1413 sp002304925	99.73	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA1413;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012729335.1, s__UBA1413 sp012729335, 95.0, 78.55, 0.34; GCA_001270045.2, s__UBA1413 sp001270045, 95.0, 76.43, 0.07; GCA_002419285.1, s__UBA1413 sp002419285, 95.0, 76.37, 0.05; GCA_009782655.1, s__UBA1413 sp009782655, 95.0, 76.03, 0.04; GCA_002428215.1, s__UBA1413 sp002428215, 95.0, 75.77, 0.05	94.5	11	N/A	N/A
KM191	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	N/A	N/A	N/A	N/A	N/A	GCF_013410945.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp013410945	79.99	0.47	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 81.15, 0.53; GCA_903920435.1, s__Rhodoglobus sp903920435, 95.0, 81.04, 0.51; GCA_004297555.1, s__Rhodoglobus sp004297555, 95.0, 79.49, 0.29; GCF_015752305.1, s__Rhodoglobus sp015752305, 95.0, 79.44, 0.41; GCF_014645015.1, s__Rhodoglobus xinjiangensis, 95.0, 79.27, 0.35; GCF_015864945.1, s__Rhodoglobus sp015864945, 95.0, 78.03, 0.21; GCF_002797685.1, s__Rhodoglobus amurskyensis, 95.0, 77.97, 0.24; GCF_015864665.1, s__Rhodoglobus sp015864665, 95.0, 77.94, 0.21; GCF_015864955.1, s__Rhodoglobus sp015864955, 95.0, 77.71, 0.23; GCF_015864575.1, s__Rhodoglobus sp015864575, 95.0, 77.71, 0.24; GCF_004118935.1, s__Rhodoglobus sp004118935, 95.0, 77.69, 0.25; GCF_006788895.1, s__Rhodoglobus vestalii, 95.0, 77.61, 0.15; GCF_000247645.1, s__Rhodoglobus sp000247645, 95.0, 77.56, 0.18; GCA_000153145.1, s__Rhodoglobus sp000153145, 95.0, 77.54, 0.18	75.73	11	0.9654066604848754	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
KM192	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__DTU015;s__DTU015 sp001513185	GCA_001513185.1	95.0	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__DTU015;s__DTU015 sp001513185	99.85	0.96	GCA_001513185.1	95.0	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__DTU015;s__DTU015 sp001513185	99.85	0.96	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__DTU015;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012841065.1, s__DTU015 sp012841065, 95.0, 81.01, 0.7; GCA_012837895.1, s__DTU015 sp012837895, 95.0, 79.61, 0.61; GCA_012512325.1, s__DTU015 sp012512325, 95.0, 79.08, 0.59; GCA_012842105.1, s__DTU015 sp012842105, 95.0, 77.31, 0.28	88.54	11	N/A	N/A
KM193	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DTU083;s__DTU083 sp001512915	GCA_001512915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DTU083;s__DTU083 sp001512915	99.79	0.8	GCA_001512915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DTU083;s__DTU083 sp001512915	99.79	0.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DTU083;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012838915.1, s__DTU083 sp012838915, 95.0, 77.89, 0.31	86.52	11	N/A	N/A
KM194	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__UBA10799;s__	N/A	N/A	N/A	N/A	N/A	GCA_003452655.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__UBA10799;s__UBA10799 sp003452655	81.53	0.5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__UBA10799;g__UBA10799;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018003655.1, s__UBA10799 sp018003655, 95.0, 77.12, 0.12	85.6	11	0.9673670633998719	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
KM195	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.33	11	0.7767888216821652	N/A
KM20	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis	GCF_900113645.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis	98.46	0.94	GCF_900113645.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis	98.46	0.94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900112935.1, s__Trichococcus pasteurii, 95.0, 90.59, 0.95; GCA_002155105.1, s__Trichococcus shcherbakoviae, 95.0, 89.97, 0.95; GCF_003008695.1, s__Trichococcus alkaliphilus, 95.0, 89.35, 0.92; GCF_003051085.1, s__Trichococcus patagoniensis, 95.0, 88.89, 0.92; GCF_003052295.1, s__Trichococcus paludicola, 95.0, 88.67, 0.66; GCF_900107505.1, s__Trichococcus collinsii, 95.0, 88.54, 0.93; GCF_900109135.1, s__Trichococcus ilyis, 95.0, 85.29, 0.91; GCF_900114465.1, s__Trichococcus palustris, 95.0, 79.76, 0.47	89.56	11	N/A	N/A
KM201	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002391555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__UBA3906;s__UBA3906 sp002391555	75.9	0.04	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	85.33	11	0.7821832868197142	N/A
KM203	d__Bacteria;p__Firmicutes_G;c__DTU084;o__DTU084;f__DTU084;g__DTU084;s__DTU084 sp001512905	GCA_001512905.1	95.0	d__Bacteria;p__Firmicutes_G;c__DTU084;o__DTU084;f__DTU084;g__DTU084;s__DTU084 sp001512905	99.62	0.85	GCA_001512905.1	95.0	d__Bacteria;p__Firmicutes_G;c__DTU084;o__DTU084;f__DTU084;g__DTU084;s__DTU084 sp001512905	99.62	0.85	d__Bacteria;p__Firmicutes_G;c__DTU084;o__DTU084;f__DTU084;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.56	11	N/A	N/A
KM204	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__JAAZIN01;s__JAAZIN01 sp012800855	GCA_012800855.1	95.0	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__JAAZIN01;s__JAAZIN01 sp012800855	99.83	0.97	GCA_012800855.1	95.0	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__JAAZIN01;s__JAAZIN01 sp012800855	99.83	0.97	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__JAAZIN01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012510625.1, s__JAAZIN01 sp012510625, 95.0, 83.29, 0.79	92.04	11	N/A	N/A
KM205	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__Fen731;s__Fen731 sp002068775	GCA_002068775.1	95.0	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__Fen731;s__Fen731 sp002068775	98.16	0.74	GCA_002068775.1	95.0	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__Fen731;s__Fen731 sp002068775	98.16	0.74	d__Bacteria;p__Actinobacteriota;c__Humimicrobiia;o__Humimicrobiales;f__Humimicrobiaceae;g__Fen731;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003155275.1, s__Fen731 sp003155275, 95.0, 76.06, 0.09	79.25	11	N/A	N/A
KM206	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000021745.1, s__Methylocella silvestris, 95.0, 80.3, 0.6; GCF_002891535.1, s__Methylocella silvestris_A, 95.0, 80.14, 0.57; GCF_901905185.1, s__Methylocella tundrae, 95.0, 78.68, 0.46; GCF_900114285.1, s__Methylocella palsarum, 95.0, 78.16, 0.34; GCF_000746085.1, s__Methylocella aurea, 95.0, 77.99, 0.35; GCF_000427445.1, s__Methylocella acidiphila, 95.0, 77.92, 0.36; GCA_006514895.1, s__Methylocella sp006514895, 95.0, 77.36, 0.21; GCA_003244015.1, s__Methylocella sp003244015, 95.0, 77.23, 0.19; GCA_004564215.1, s__Methylocella sp004564215, 95.0, 77.17, 0.18; GCA_002890675.1, s__Methylocella sp002890675, 95.0, 76.75, 0.18; GCA_003162995.1, s__Methylocella sp003162995, 95.0, 76.62, 0.17; GCA_017353815.1, s__Methylocella sp017353815, 95.0, 76.22, 0.13	96.53	11	0.9812920945176371	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
